uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
c56be896eb40c6d02d9bad65d8d666db,"La intención de Lionel Messi era presentarse este domingo a realizarse los exámenes PCR, para detectar Covid-19 en el Barcelona, pero sus abogados le han recomendado no asistir.Según el diario Sport, todo esto se debe a qué Joseph Bartomeu, presidente del club, les ha hecho llegar el mensaje de que solo se reunirá con sus representantes o él, para asegurar que se quedará en el equipo.Si no llegara a presentarse, las multas por parte del equipo llegarían y éstas se acumularían conforme pasen los días y el jugador siga sin acudir a la disciplina del equipo, hasta que se llegue a tomar decisiones en cuestiones de rescisión de contrato.  Messi sigue a la espera de una respuesta del club a su intención de hacer válida la cláusula de salida de su contrato, según el cual marcaba el 10 de junio como fecha límite para ejercerla. Los abogados del argentino dicen que esa fecha no puede ser válida por todo lo motivado por la pandemia de Covid-19.GUARDIOLAPep GUARDIOLA, técnico del Manchester City equipo a dónde se dice podría ir a Lionel Messi, se encuentra en Argentina. Esto ha levantado las especulaciones acerca de un posible acercamiento entre estos dos personajes que vivieron juntos grandes tiempos en el equipo catalán.STOICHKOVHristo Stoichkov, leyenda del Barcelona criticó el trato de la directiva al argentino. “Estamos borrando un mito, le estamos dando una patada en el culo al jugador más grande en la historia del Barcelona. Estamos manchando su nombre, su carisma, yo soy socio, por eso digo que lo estamos manchando”.",Messi no se presentará a hacer exámenes con el Barcelona,https://www.eluniversal.com.mx/universal-deportes/futbol/messi-no-se-presentara-hacer-examenes-con-el-barcelona,el_universal,www.eluniversal.com.mx,5,122
70d3eb8bdd44d6ee40d5ab984b283399,"Un ejército de hombres y mujeres —la mayoría de la tercera edad— examinan a detalle las verduras, frutas y plantas. Observan cada una de ellas y las que tienen mejor aspecto y color son puestas en las bolsas que llevan. Pero no es un supermercado o una tienda departamental, sino los basureros de la Central de Abasto.En una visita realizada por EL UNIVERSAL a la Central de Abasto de la Ciudad de México se encontró que debido a la pandemia del Covid-19 se ha incrementado el número de visitas de personas que acuden a los basureros de lo que es considerado el mercado más grande del mundo, en busca de conseguir alimentos de manera gratuita.“Sólo basta con que le des una limpiadita con jabón y ya está. Ni modo que nos quedemos con hambre y venir aquí ya nos ahorra mucho en esta crisis. Están buenas, sólo que muchos de los del mercado las tiran porque están magulladas y la gente no las compra, ¿o qué de malo tiene esta cebolla?“Ahorramos y nos salva de morir de hambre, porque aquí sale para comer bien”, comenta María Luisa, persona de la tercera edad, quien desde las nueve de la mañana llegó a la central para recolectar las mejores frutas y verduras que, por toneladas, se tiran en los múltiples basureros. También lee: Basura también contagia: pandemia deja 100 toneladas al mes de desechos Covid-19 en Oaxaca“¿Cada cuánto viene desde que inició la pandemia?”, se le pregunta. “Antes venía cada 15 días, un mes, ahora vengo cada semana o cuando se necesita. No vivo lejos, vivo aquí arriba de la delegación”, responde, sin dejar de recoger las mejores calabacitas y cebollas, pues se las pueden ganar. Desde muy temprano el basurero de la Central de Abasto se llena de personas que acuden a escoger alimentos que puedan estar en buen estado y así poder llevar algo a sus hogares.  Junto a ella, espantando las moscas que vuelan entre ellos, así como soportando el fuerte olor a desperdicio, media docena de personas se arremolinan buscando encontrar las mejores zanahorias, papas y calabacitas. A unos metros de ahí, Juana saca un pequeño cuchillo y agarra un chile jalapeño, el cual tiene partes manchadas de lodo.Con destreza, le quita la punta que está aplastada, lo abre por la mitad y comienza a sacarle las semillas. Unos segundos después llega otra señora de edad similar, y como si fuera una rutina, de inmediato comienza también a recoger verduras.“Aquí no come quien no quiere, desde hace cuatro meses vengo y las verduras están buenas, no me he enfermado. La situación está difícil, pero con venir aquí nos ayuda a no morirnos de hambre”, indica mientras hace a un lado su cubrebocas color verde. También lee: Tiradero mantiene en cero los contagios de Covid-19 en NezaEn el segundo pasillo de la sección de Subastas del enorme mercado, Miguel Izaguirre Montes, de 39 años, acude a tirar un bote lleno de cilantro que saca de puestos dentro del mercado, “porque ya no está bueno, ya no se vende así”, pero él asegura que no lo avienta junto a la demás basura para que pueda ser recogida por estas personas.“Procuro dejarlo a un lado para que las doñitas lo puedan agarrar, pero sí hay gachos que lo avientan a donde está toda la basura. Yo digo que como está bueno, puede servir para la gente que viene aquí por comida. Yo también luego agarro cosas que están buenas, al fin son gratis”, comenta y asegura que regresó hace poco, deportado de Estados Unidos, y ahora se gana unos pesos tirando basura.“Miren, miren lo que dice mi playera”, pide. Su prenda, dice, la trajo de la Unión Americana: “‘Cosecha Pura’, esta me la traje del gabacho, y es destino que viniera a trabajar aquí en el mercado. Aquí yo veo que desde las tres, cuatro de la mañana vienen las jefecitas a recoger lo que se encuentran y aquí se ahorran para la comida, y hay hasta quienes las venden, sacan para la renta”. También lee: Expuestos a desechos, recolectores de basura temen contagiarse “Vaina para mis 30 canarios” Debido a la lluvia que se registró por la noche, el piso está mojado y por la cantidad de personas que ahí transitan, el lodo mancha varios de los manojos de cilantro y vaina, esta última recolectada por Carolina, una señora también de la tercera edad, quien comenta que cada semana viene a recoger esta planta para sus más de 30 canarios que tiene y aprovecha para llevar verduras.“Un manojito de la vaina está a 10 pesos, y aquí [en el basurero] está gratis. La situación no está como para gastar en alimentos para mis pajaritos y aprovecho que aquí hay mucha y no cuesta, y recojo también lo que haya, todo está bueno. Ahora ya llevo también una col, una lechuga. Sí sale venir aquí”.Unos segundos más tarde, una pala mecánica y un camión avanzan a lo lejos, dirigiéndose hacia Carolina y demás personas que se encuentran en el basurero, quienes de inmediato se apuran a recoger la mayor cantidad de vaina y perejil antes de que la máquina llegue y recoja las toneladas del desperdicio alimenticio. También lee: Las manos que seleccionan la basura“Son malos, porque ahí todavía hay mucha verdura que sirve, pero siempre vienen a recogerla y llevársela”, lamenta, mientras observa al conductor de la pala mecánica maniobrar y evitar golpear a compradores que pasan a centímetros de la máquina.Después de levantar casi la totalidad de verduras y frutas, se retira; no pasa ni un minuto cuando de nueva cuenta un locatario vuelve al basurero a tirar pimientos morrones, zanahorias y jitomates, que hace que nuevamente personas comiencen con la recolección de lo que para ellos significará tener algo que llevar a su hogar y aminorar los efectos de la mayor crisis económica desde hace casi 100 años.",Crece pepena durante la pandemia; van adultos mayores a basureros,https://www.eluniversal.com.mx/nacion/crece-pepena-durante-la-pandemia-van-adultos-mayores-basureros,el_universal,www.eluniversal.com.mx,7,477
b55dddbb7f82e52caae88400c9798bee,"Así como ""Capulina"" o ""El Chavo del Ocho"", Manuel ""El Loco"" Valdés tuvo vida en el cómic mexicano, aunque su permanencia fue de sólo unos cuántos números puestos a la venta.A finales de los 80's, el comediante fue protagonista de ""El mundo Loco del Loco Valdés"", historieta que no sobrepasó la decena de publicaciones y que lo colocaba en distintas aventuras.El primer número, titulado ""Cupido, loco y chiflado"", se obsequiaba al público para introducirlo al mercado; los siguientes números costaban 500 viejos pesos, lo que equivaldría a 50 pesos actuales.Sixto Valencia, ilustrador del clásico Memín Pinguín, tuvo a su cargo dicha tarea por parte de la Editorial Vid.También lee: Las locuras de Valdés: de su amor al América hasta ""Bomberito Juárez""""Las aventuras eran de caracterización, es decir, anécdotas donde el 'Loco' tomaba diferentes personalidades: detective, mesero y así"", cuenta Luis Gantús, coleccionista y director de la CONQUE, convención de cómics en México.Él mismo cuenta con cuatro números publicados y forman parte de su archivo personal.La otra publicación donde ""salía"" el ""Loco"", aunque nunca fue oficial, fue a partir de 1977 y llevó por título ""América, América...y ya!"", donde alguien muy parecido al actor, fanático del entonces equipo canario, era el personaje central.Lee también: Se va ""El Loco"" Valdés y memes mantienen invicto a Chabelo  Foto: Cortesía ""Dedicada al club de futbol, aunque no es propiamente del Loco Valdés, el personaje principal 'El Chiras' está basado en un actor que era muy conocido por su afición a ese equipo"", comenta Gantús.La historieta era dibujada por Héctor Macedo (""Aventuras de Capulina"" y ""Las aventuras de Pancho Pantera"") y el argumento de Enrique Talancón.Foto: CortesíaGantús recuerda que existió la posibilidad de hacer en historieta el programa ""Ensalada de locos"", donde participó además del ""Loco"", Alejandro Suárez y Héctor Lechuga, pero jamás se concretó.rad ","Las aventuras de Manuel ""El Loco"" Valdés divirtieron en los cómics",https://www.eluniversal.com.mx/espectaculos/las-aventuras-de-manuel-el-loco-valdes-divirtieron-en-los-comics,el_universal,www.eluniversal.com.mx,6,161
b961382465d8f77cd9c4be6b3e6149da,"Elementos de la Unidad de Antisecuestro y Extorsión, lograron la liberación de Elsy Valencia, hermana del exjugador de Tigres Enner Valencia, que ahora juega en el Fenerbahce de Turquía.En la cuenta de Twitter de la policía de Ecuador se anunció la liberación, ocurrida la tarde del viernes.""La @PoliciaEcuador, con la #UNASE, logró la liberación de Elsy Valencia, hermana de @EnnerValencia14"".La hermana del futbolista fue sacada de su casa de manera violenta el pasado 17 de agosto.Lee también: Lewis Hamilton dedica pole position a Chadwick BosemanEl rescate se desarrolló en una zona selvática de la provincia de Esmeraldas, muy cerca de la frontera con Colombia.  El comandante General de la Policía, Patricio Carrillo, aseguró que “fue un gran trabajo de la Unase. Se hicieron varios allanamientos para lograr la recuperación de la persona secuestrada en Esmeraldas"".Sin escatimar esfuerzos por tu bienestar Así fue el rescate de Elsy Valencia, en #Esmeraldas. Gran trabajo y despliegue de nuestras unidades tácticas (#Unase y #GIR). En las siguientes horas se dará detalles del operativo#LaPolicíaContigo pic.twitter.com/vDHSC8m6So — Policía Ecuador (@PoliciaEcuador) August 29, 2020 ",Liberan a la hermana de Enner Valencia tras sufrir un secuestro,https://www.eluniversal.com.mx/universal-deportes/futbol/enner-valencia-liberan-su-hermana-tras-secuestro,el_universal,www.eluniversal.com.mx,7,97
7e0e0b9066b86313bf393c1b6450b890,"Relajada y en bikini aparece Aislinn Derbez en un video TikTok que compartió su hermano José Eduardo en el que ella está junto a su papá viendo su celular. Aunque se trataba de una broma con el audio de una escena de ""La casa de las Flores"", los usuarios se distrajeron comentando acerca de la figura de la actriz. ""Quisiera tener una hija y estar así"" y ""¡Que cuerpazo!"" fueron algunos de los comentarios que escribieron, así mismo otras personas criticaron el momento.     View this post on Instagram         hace calor así que les presumo mi nuevo traje de baño favorito... si les gusta pueden encontrar el suyo en las tiendas de Aerie #AerieRealMX @americaneaglemxA post shared by   (@aislinnderbez) on Jul 23, 2020 at 2:45pm PDT Yolanda Ventura batalla con el cubrebocasTodos resbalan y a Yolanda Ventura la ""regañaron"" por quitarse el cubrebocas en un complejo de cine, para atender una entrevista. Fue sólo por unos segundos, pero suficientes para que empleados le comentaran que por seguridad no podía. Al final los protocolos funcionaron.  Andrés Zuno, actor y ciber investigadorCual policía cibernético el actor y cantante Andrés Zuno se puso a investigar sobre una cuenta de Instagram que amenazaba con cancelarle su perfil. El actor contó que recibió un mensaje donde le decían que si no hacía una apelación a través de una liga, iba a ser sancionado por violación de derechos de autor; al dar click en la liga le pedían contraseña de su correo, cosa que le pareció extraña. ""Tengo un contacto en Facebook y le mandé un mail inmediatamente diciéndole que si esto era legítimo y me dijo que de ninguna manera, que reportara la cuenta, es spam,  Instagram no te pide esa información"", relató pidiendo a sus fans que no caigan ante ese tipo de farsas.rad  ",Aislinn Derbez provoca envidias por su figura,https://www.eluniversal.com.mx/espectaculos/aislinn-derbez-provoca-envidias-por-su-figura,el_universal,www.eluniversal.com.mx,5,158
72474223f551073a1139e7b407df5445,"La Secretaría de Marina (Semar) puso a disposición de las autoridades ministeriales de Tabasco a seis de sus elementos acusados de robo en un domicilio del municipio de Cunduacán.Mediante un comunicado, la dependencia informó que los hechos se registraron, cuando el personal naval ingresó y sustrajo pertenencias de una casa, por lo que fueron denunciados por la ciudadanía y detenidos por la policía municipal de esa región de la entidad.Por lo que, indicó, dieron aviso al mando del Sector Naval de Dos Bocas, con sede en Dos Bocas, Tabasco, quienes a través del comandante del Batallón de Infantería 33, procedieron a participar en las diligencias, a fin de que se realicen las investigaciones correspondientes.Los elementos quedaron a disposición de las autoridades, para determinar su posible responsabilidad legal, de igual forma brindar la información necesaria a las autoridades para determinar la situación de los presuntos implicados y poder determinar su situación legal, señaló la Semar.Ante estos hechos, la dependencia reiteró que en éste y en todos los casos en que personal naval sea probable responsable de actividades tipificadas como delito, actuará con estricto apego a la ley, procediendo con rigor, contundencia y transparencia a la ciudadanía; poniéndolos a disposición de las autoridades encargadas de administrar y procurar justicia en México.“En ese contexto, esta institución naval, al dejar a disposición de las autoridades civiles competentes, al personal probable responsable de actividades ilícitas, se reitera preocupada por velar por los intereses nacionales y se refrenda respetuosa de la determinación que por ley corresponda; y en este caso en particular, colabora para que las autoridades sean quienes realicen las investigaciones necesarias y queda atenta de la resolución que se emita”.maot/hm",Detienen a seis elementos de la Marina por presunto robo en Tabasco ,https://www.eluniversal.com.mx/nacion/semar-detienen-seis-elementos-de-la-marina-por-presunto-robo-en-tabasco,el_universal,www.eluniversal.com.mx,7,138
b670c7a355a7e56dea1c56fded583b3d,"La cantante y actriz mexicana Paty Navidad se volvió viral otra vez por un un video que compartió a través de su cuenta oficial de Instagram, en él habla sobre la próxima vacuna del Covid-19 y expresa que la vacuna sólo es un pretexto para espiarnos y quitarnos nuestra privacidad, al igual que modificar el ADN.""Estas vacunas lo que traen es una tecnología para modificar nuestro ADN , para convertirnos en seres humanos híbridos donde ya vamos a tener en nuestro organismo tecnología por medio de la misma en donde vamos hacer vigilados, controlados, sin intimidad, privacidad, tecnología con la cual ellos pueden leer y modificar nuestro pensamientos, al igual que alterarlos y ver a través de nuestros ojos… provocar muchos padecimientos, enfermedad, además suicidio y muerte"", expresó.La nacida en Sinaloa, agregó que ella no quiere intervenir en la decisión de cada persona, sólo está dando a conocer su punto de vista y las razonas por las que ella no se pondrá la vacuna.También lee: La ciencia desnuda a Paty Navidad      View this post on Instagram         Es PLANDEMIA de Nuevo Orden Mundial tecnócrata, dictatorial y tiránico de ideologías comunistoides marxistas, agenda 21 y 2030 de ONU y OMS, reducción de población, recorte a los derechos, libertades y garantías individuales, esclavitud y control total de la mente, salud y vida. DESPERTEMOS a la luz de la conciencia y conectemos nuevamente con nuestra esencia humana y espiritual desde la fuente original, la oscuridad sólo se vence con la luz y el odio con el AMOR. Amémonos y amemos. Perdonemonos y perdonemos. La presencia de Dios sana cualquier padecimiento y enfermedad desde el alma, vibremos en frecuencias altas de amor infinito. A post shared by   (@patricianavidad) on Aug 26, 2020 at 12:16pm PDT""No estoy diciendo que no lo hagan, cada uno es libre de hacerlo. Espero que no sea una obligación porque yo no me pienso vacunar, ya lo he dicho en repetidas ocasiones, sé de qué hablo"", agregó.Una serie de videos sobre el mismo tema se encuentran en su Instagram y en cada uno explica diferentes puntos de vista sobre la vacuna, en uno de ellos detalla que la pandemia es un nuevo plan de ideologías comunistoides.""No es 'Pandemia, es PLANDEMIA'. Es PLANDEMIA de Nuevo Orden Mundial tecnócrata, dictatorial y tiránico de ideologías comunistoides marxistas, agenda 21 y 2030 de ONU y OMS, reducción de población, recorte a los derechos, libertades y garantías individuales, esclavitud y control total de la mente, salud y vida. DESPERTEMOS a la luz de la conciencia y conectemos nuevamente con nuestra esencia humana y espiritual desde la fuente original, la oscuridad sólo se vence con la luz y el odio con el AMOR. Amémonos y amemos. Perdonemos y perdonemos. La presencia de Dios sana cualquier padecimiento y enfermedad desde el alma, vibremos en frecuencias altas de amor infinito"", escribió.También señaló que el virus sí existe pero expresó que por ningún motivo es letal y que incluso algún tipo de remedio casero ayudaría para evitarlo.""El virus existe, pero por sí solo no es letal… La letalidad es menos del uno por ciento, el 99 por ciento de los casos se han recuperado sin necesidad de vacuna hasta con remedios caseros. Estamos en una de las trampas más grandes de la humanidad. Ojalá y la gente que está dispuesta a vacunarse no se arrepienta después"", aseguró.Ante dichas declaraciones de Navidad, miles de comentarios por parte de seguidores y fans se hicieron presentes en sus videos, en donde la mayoría expresaba su apoyo a la intérprete de ""Mi eterno amor secreto"".     View this post on Instagram         Los seres humanos estamos hechos a semejanza de Dios, recuperemos nuestro poder natural, somos energía, somos almas, somos espíritu. Vibremos en frecuencias altas de luz, no nos dejemos infectar por el virus de miedo, donde hay fe y amor, ahí vive Dios y no hay nada que temer./a>A post shared by   (@patricianavidad) on Aug 25, 2020 at 8:19pm PDT""Tienes toda la razón Paty, solo quieren manipularnos y matarnos, eres una mujer estudiada e inteligente, gracias por la información"". ""Sé exactamente de lo que hablas y sí es muy cierto"".  ""Más de acuerdo imposible, es una de las pocas personas que tiene el valor de decirlas, aunque nos tiren de a locos"". ""Cada día somos más los que nos estamos dando cuenta de la realidad, un saludo"", se leía entre los comentarios.Recordemos que durante las últimas semanas se dio a conocer el avance de la vacuna contra el Covid-19 en Rusia, la cual  podría muy pronto llegar a México, pues  la farmacéutica AtraZeneca colabora para su desarrollo.rad ",Paty Navidad dice que la vacuna contra el coronavirus causará suicidios,https://www.eluniversal.com.mx/espectaculos/paty-navidad-dice-que-la-vacuna-contra-el-coronavirus-causara-suicidio,el_universal,www.eluniversal.com.mx,7,367
851a0e6bcf0661e8e207fa19159fd451,"Quien se quiera salir de la Conferencia Nacional de Gobernadores (Conago) está en su derecho, es un espacio de diálogo con los estados y el Gobierno de México, dijo la jefa de Gobierno de la Ciudad de México, Claudia Sheinbaum.Tras entregar un inmueble afectado por el sismo del 19 de septiembre del 2017, en la colonia Narvarte, la mandataria explicó que la Conago es un espacio de diálogo que no se rige por la constitución, esto luego que 10 estados del país, principalmente de la Alianza Federalista, amagaran con salirse.""La Conago no es una institución constitucional, no está en la Constitución como un organismo de la República como organización de los gobernadores, es una organización que se hizo a principios de los 2000 primero con cinco gobiernos y se fue ampliando hasta convertirse en un espacio de diálogo con todos los estados de la República y la Ciudad de México y yo lo valoró de esa manera"", indicó.Sobre que los diputados federales Héctor Serrano y Mauricio Toledo, que eran del PRD, y se sumaron a la agenda de la 4T para que la Mesa Directiva no la tenga un partido de oposición, Claudia Sheinbaum indicó que no está de acuerdo ya que no abona a la lucha contra la corrupción y de transformación de Morena.Lee más: Amagan gobernadores con salir de Conago; llegó a su fin, dicen""Yo no estoy de acuerdo, me parece que el fin no justifica los medios, nosotros luchamos muchos años por hacer política de manera distinta, el poder no es el poder por el poder, es el poder para transformar a la sociedad y transformar la realidad en la que vivimos (...) Cada partido tiene su responsabilidad y decisiones pero de ninguna manera abona al fondo por lo que luchamos que es trasformar la realidad y acabar con la corrupción"".maot/hm","Quien se quiera salir de la Conago, está en su derecho: Sheinbaum",https://www.eluniversal.com.mx/metropoli/cdmx/sheinbaum-quien-se-quiera-salir-de-la-conago-esta-en-su-derecho,el_universal,www.eluniversal.com.mx,5,122
251b074d6487952b535409e9f0623ac7,"Mientras varias universidades estadounidenses han sufrido picos de contagios de coronavirus, la de Arizona afirmó que detuvo un brote antes de que iniciara.La institución aseguró que dos alumnos tenían el Covid-19 y estaban asintomáticos. Dijo que se dio cuenta por las pruebas realizada para detectar el virus, rastreo de contactos y... analizando las aguas residuales, indica NBC News.¿Qué hizo el campus?La universidad llevó a cabo la epidemiología basada en aguas residuales, es decir, analizó muestras para encontrar el coronavirus. De esta forma logró, declaró, buscar de forma rápida rastros de la enfermedad en grupos de personas, en este caso, dormitorios.“Con una prueba obtenemos la prevalencia del virus en toda la comunidad”, dijo Ian Pepper, un microbiólogo ambiental que dirige el esfuerzo de prueba de aguas residuales en el campus, menciona el medio.La idea ya ha sido probada en países europeos. En Reino Unido, investigadores lanzaron en julio un proyecto para analizar aguas residuales en el país. En Israel hicieron lo propio durante marzo y abril.De acuerdo con Pepper, este método es útil para hallar a los contagiados y aislarlos, antes de que propaguen el virus. El microbiólogo detalló que así se puede detectar el Covid-19 hasta una semana antes de que una persona desarrolle síntomas.Su equipo analiza muestras de agua en los 20 edificios del campus, incluidos los dormitorios, al menos dos veces por semana, alrededor de las 8:30 horas, cuando, según Pepper, es ""después de que la gente se levanta y normalmente va al baño"". ¿Qué sigue cuando una muestra da positivo?Si una muestra sale positiva, se analiza a todos los que viven o laboran en el edificio y luego los que den positivo son puestos en cuarentena, indicó el doctor Robert C. Robbins, presidente de la Universidad de Arizona, menciona NBC.Además, si hay varios resultados positivos, los análisis en las aguas residuales se hacen de forma más frecuente, aunque, según Pepper, los fragmentos del virus permanecen en este medio, en vez de dispersarse.Robbins declaró: ""Lo que estamos tratando de encontrar son aquellos individuos asintomáticos que pueden ser vectores desconocidos que infectan a las personas"".De acuerdo con Pepper, el estudio también puede hacerse a nivel vecindario o en una comunidad. Además de encontrar posibles lugares donde ocurren los brotes, las pruebas de aguas residuales pueden ayudar a los funcionarios de salud pública a medir la gravedad de la transmisión viral en las comunidades, indica el medio.agv",Con aguas residuales: universidad dice que así frenó brote de Covid-19,https://www.eluniversal.com.mx/mundo/con-aguas-residuales-universidad-dice-que-asi-freno-brote-de-covid-19,el_universal,www.eluniversal.com.mx,7,215
421a1ff6e3a4002fdc838b5604547f78,"Washington.— El sindicato de la Policía de Kenosha (Wisconsin, EU) ofreció su propia versión de la agresión contra el afroamericano Jacob Blake y aseguró que el hombre iba armado con un cuchillo y ""luchó con fuerza"" contra los agentes, informaron este sábado medios locales.Blake, quien el pasado domingo resultó herido tras recibir siete disparos en la espalda, supuestamente se resistió cuando los agentes trataron de arrestarle y llegó a hacer una llave a uno de los policías, de acuerdo con el relato del sindicato, que afirmó que su recolección de los hechos es ""real e indiscutible"".Según el sindicato, los agentes también intentaron inmovilizar a Blake al dispararle dos veces con unas pistolas eléctricas conocidas como ""tasers"" y que dan descargas de hasta 50 mil voltios.Blake supuestamente se resistió y acabó recibiendo siete disparos en la espalda, que le han dejado paralizado, de acuerdo con su familia.También lee: Afroamericano baleado en EU está esposado en una cama de hospital, denuncia su padreHasta ahora, la información de lo ocurrido proviene de un video grabado por un viandante y que fue difundido rápidamente por redes sociales, lo que provocó protestas del movimiento ""Black Live Matters"" (las vidas negras importan), muy activo desde el asesinato en mayo de George Floyd.En ese video, se ve cómo un agente trató de detener a Blake, quien ignoró las órdenes e intentó ingresar en su vehículo, momento en el que el agente le disparó por la espalda siete veces.Esta semana, salió a la luz un segundo video en el que se aprecia un breve enfrentamiento entre Blake y los dos agentes implicados en el suceso, pero no sirve para respaldar las acusaciones del sindicato policial.El tío de Blake, Justin Blake, afirmó que la versión del sindicato es una ""basura"" y resulta ""insultante"", según recogen hoy medios locales.También lee: Miles se reúnen en Washington para marchar contra el racismo; ""no vamos a ir a inguna parte"", dicenJustin Blake aseguró que su sobrino no iba armado y ""no merecía ser disparado siete veces en la espalda"".""No voy a permitir que una semana después vengan y hablen de algún tipo de arma que estaba envuelta en el suceso.Eso después de paralizar temporalmente a mi sobrino. Soy su tío y esto es insultante"", manifestó.La Policía de Kenosha asegura que el pasado domingo intentó detener a Blake, después de haber recibido una llamada de una mujer que denunciaba que su pareja sentimental se había saltado la orden de alejamiento.Según el abogado de Blake, sus tres hijos estaban en el vehículo en el momento en que fue disparado por la espalda.También lee: Identifican al policía que disparó 7 veces por la espalda a afroamericnao en WisconsinEsta nueva agresión de un policía blanco contra un afroamericano ha desatado fuertes protestas en Kenosha, donde el martes por la noche un joven blanco de 17 años, que patrullaba con un grupo de milicianos armados, mató a dos manifestantes y dejó herido a un tercero.Ese joven está encarcelado en la prisión del condado de Lake y se enfrenta a cargos de homicidio.foa","Blake luchó con fuerza contra los agentes, antes de que uno le disparara 7 veces: Policías",https://www.eluniversal.com.mx/mundo/blake-lucho-con-fuerza-contra-los-agentes-antes-de-que-uno-le-disparara-7-veces-policias,el_universal,www.eluniversal.com.mx,7,257
